x,ẋ,y,ẏ,θ,dθ/dt,L_touching,R_touching,Do Nothing,Left Thruster,Right Thruster,Main Thruster,Reward,x',ẋ',y',ẏ',θ',dθ/dt',L_touching',R_touching'
0.004260540008544922,1.417868733406067,0.4315371513366699,0.30882665514945984,-0.004930186551064253,-0.09774968028068542,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00852127093821764,1.4242395162582397,0.4309536814689636,0.28312253952026367,-0.009760340675711632,-0.0966108962893486,0.0,0.0
0.00852127093821764,1.4242395162582397,0.4309536814689636,0.28312253952026367,-0.009760340675711632,-0.0966108962893486,0.0,0.0,1.0,0.0,0.0,0.0,0.38032615184783936,0.012782096862792969,1.430011510848999,0.43096891045570374,0.2564907968044281,-0.01458772737532854,-0.09655682742595673,0.0,0.0
0.012782096862792969,1.430011510848999,0.43096891045570374,0.2564907968044281,-0.01458772737532854,-0.09655682742595673,0.0,0.0,1.0,0.0,0.0,0.0,0.348459392786026,0.017043208703398705,1.4351836442947388,0.43098321557044983,0.22981829941272736,-0.01941448636353016,-0.0965442806482315,0.0,0.0
0.017043208703398705,1.4351836442947388,0.43098321557044983,0.22981829941272736,-0.01941448636353016,-0.0965442806482315,0.0,0.0,1.0,0.0,0.0,0.0,0.3047345280647278,0.02130432054400444,1.4397560358047485,0.430997371673584,0.20314793288707733,-0.024240491911768913,-0.09652908891439438,0.0,0.0
0.02130432054400444,1.4397560358047485,0.430997371673584,0.20314793288707733,-0.024240491911768913,-0.09652908891439438,0.0,0.0,1.0,0.0,0.0,0.0,0.24999579787254333,0.025565719231963158,1.4437288045883179,0.4310116171836853,0.17647792398929596,-0.029065731912851334,-0.09651373326778412,0.0,0.0
0.025565719231963158,1.4437288045883179,0.4310116171836853,0.17647792398929596,-0.029065731912851334,-0.09651373326778412,0.0,0.0,1.0,0.0,0.0,0.0,0.18657143414020538,0.029827212914824486,1.4471018314361572,0.43102583289146423,0.14980797469615936,-0.033890221267938614,-0.09649872779846191,0.0,0.0
0.029827212914824486,1.4471018314361572,0.43102583289146423,0.14980797469615936,-0.033890221267938614,-0.09649872779846191,0.0,0.0,1.0,0.0,0.0,0.0,0.11458034813404083,0.034088898450136185,1.449874997138977,0.43104004859924316,0.12313789874315262,-0.038713954389095306,-0.09648348391056061,0.0,0.0
0.034088898450136185,1.449874997138977,0.43104004859924316,0.12313789874315262,-0.038713954389095306,-0.09648348391056061,0.0,0.0,1.0,0.0,0.0,0.0,0.03433886170387268,0.038350678980350494,1.4520485401153564,0.43105411529541016,0.09646771103143692,-0.04353691264986992,-0.09646835923194885,0.0,0.0
0.038350678980350494,1.4520485401153564,0.43105411529541016,0.09646771103143692,-0.04353691264986992,-0.09646835923194885,0.0,0.0,1.0,0.0,0.0,0.0,-0.053496893495321274,0.042612649500370026,1.4536223411560059,0.4310681223869324,0.06979742646217346,-0.048359137028455734,-0.09645329415798187,0.0,0.0
0.042612649500370026,1.4536223411560059,0.4310681223869324,0.06979742646217346,-0.048359137028455734,-0.09645329415798187,0.0,0.0,1.0,0.0,0.0,0.0,-0.14797243475914001,0.04687471315264702,1.4545964002609253,0.4310820996761322,0.04312697798013687,-0.05318060889840126,-0.09643828868865967,0.0,0.0
0.04687471315264702,1.4545964002609253,0.4310820996761322,0.04312697798013687,-0.05318060889840126,-0.09643828868865967,0.0,0.0,1.0,0.0,0.0,0.0,-0.24778668582439423,0.05113706737756729,1.4549705982208252,0.43109601736068726,0.016456400975584984,-0.05800133943557739,-0.09642334282398224,0.0,0.0
0.05113706737756729,1.4549705982208252,0.43109601736068726,0.016456400975584984,-0.05800133943557739,-0.09642334282398224,0.0,0.0,1.0,0.0,0.0,0.0,-0.35142311453819275,0.055399514734745026,1.4547451734542847,0.4311099052429199,-0.010214275680482388,-0.06282133609056473,-0.09640844166278839,0.0,0.0
0.055399514734745026,1.4547451734542847,0.4311099052429199,-0.010214275680482388,-0.06282133609056473,-0.09640844166278839,0.0,0.0,1.0,0.0,0.0,0.0,-0.457153856754303,0.05966215208172798,1.4539201259613037,0.43112367391586304,-0.03688503056764603,-0.06764058023691177,-0.09639360010623932,0.0,0.0
0.05966215208172798,1.4539201259613037,0.43112367391586304,-0.03688503056764603,-0.06764058023691177,-0.09639360010623932,0.0,0.0,1.0,0.0,0.0,0.0,-0.5631038546562195,0.06392498314380646,1.4524950981140137,0.43113741278648376,-0.06355588138103485,-0.07245908677577972,-0.09637881815433502,0.0,0.0
0.06392498314380646,1.4524950981140137,0.43113741278648376,-0.06355588138103485,-0.07245908677577972,-0.09637881815433502,0.0,0.0,1.0,0.0,0.0,0.0,-0.6674063205718994,0.06818781048059464,1.4504706859588623,0.4311510920524597,-0.09022678434848785,-0.07727684825658798,-0.0963641032576561,0.0,0.0
0.06818781048059464,1.4504706859588623,0.4311510920524597,-0.09022678434848785,-0.07727684825658798,-0.0963641032576561,0.0,0.0,1.0,0.0,0.0,0.0,-0.7683229446411133,0.0724509209394455,1.4478462934494019,0.4311646521091461,-0.11689779162406921,-0.08209388703107834,-0.09634944796562195,0.0,0.0
0.0724509209394455,1.4478462934494019,0.4311646521091461,-0.11689779162406921,-0.08209388703107834,-0.09634944796562195,0.0,0.0,1.0,0.0,0.0,0.0,-0.8641922473907471,0.07671413570642471,1.444622278213501,0.43117818236351013,-0.14356888830661774,-0.0869101956486702,-0.09633485972881317,0.0,0.0
0.07671413570642471,1.444622278213501,0.43117818236351013,-0.14356888830661774,-0.0869101956486702,-0.09633485972881317,0.0,0.0,1.0,0.0,0.0,0.0,-0.9537851810455322,0.08097763359546661,1.4407984018325806,0.431191623210907,-0.17024007439613342,-0.09172578155994415,-0.0963202714920044,0.0,0.0
0.08097763359546661,1.4407984018325806,0.431191623210907,-0.17024007439613342,-0.09172578155994415,-0.0963202714920044,0.0,0.0,1.0,0.0,0.0,0.0,-1.035961627960205,0.08524122089147568,1.4363749027252197,0.43120503425598145,-0.19691134989261627,-0.09654062986373901,-0.09630576521158218,0.0,0.0
0.08524122089147568,1.4363749027252197,0.43120503425598145,-0.19691134989261627,-0.09654062986373901,-0.09630576521158218,0.0,0.0,1.0,0.0,0.0,0.0,-1.1100770235061646,0.08950500190258026,1.4313514232635498,0.43121838569641113,-0.22358272969722748,-0.10135478526353836,-0.09629131853580475,0.0,0.0
0.08950500190258026,1.4313514232635498,0.43121838569641113,-0.22358272969722748,-0.10135478526353836,-0.09629131853580475,0.0,0.0,1.0,0.0,0.0,0.0,-1.175662875175476,0.0937688797712326,1.4257283210754395,0.4312315881252289,-0.25025421380996704,-0.10616820305585861,-0.09627696871757507,0.0,0.0
0.0937688797712326,1.4257283210754395,0.4312315881252289,-0.25025421380996704,-0.10616820305585861,-0.09627696871757507,0.0,0.0,1.0,0.0,0.0,0.0,-1.2325533628463745,0.09803295135498047,1.41950523853302,0.43124476075172424,-0.27692583203315735,-0.11098091304302216,-0.09626276046037674,0.0,0.0
0.09803295135498047,1.41950523853302,0.43124476075172424,-0.27692583203315735,-0.11098091304302216,-0.09626276046037674,0.0,0.0,1.0,0.0,0.0,0.0,-1.2808340787887573,0.10229720920324326,1.4126825332641602,0.43125787377357483,-0.30359750986099243,-0.1157929077744484,-0.09624853730201721,0.0,0.0
0.10229720920324326,1.4126825332641602,0.43125787377357483,-0.30359750986099243,-0.1157929077744484,-0.09624853730201721,0.0,0.0,1.0,0.0,0.0,0.0,-1.320742130279541,0.1065615639090538,1.4052600860595703,0.43127089738845825,-0.33026930689811707,-0.12060420960187912,-0.09623442590236664,0.0,0.0
0.1065615639090538,1.4052600860595703,0.43127089738845825,-0.33026930689811707,-0.12060420960187912,-0.09623442590236664,0.0,0.0,1.0,0.0,0.0,0.0,-1.3526151180267334,0.11082430183887482,1.397216558456421,0.43110933899879456,-0.3578879237174988,-0.1254153549671173,-0.09622282534837723,0.0,0.0
0.11082430183887482,1.397216558456421,0.43110933899879456,-0.3578879237174988,-0.1254153549671173,-0.09622282534837723,0.0,0.0,1.0,0.0,0.0,0.0,-1.421839714050293,0.11508703231811523,1.3885732889175415,0.43110889196395874,-0.3845565617084503,-0.1302264928817749,-0.0962226465344429,0.0,0.0
0.11508703231811523,1.3885732889175415,0.43110889196395874,-0.3845565617084503,-0.1302264928817749,-0.0962226465344429,0.0,0.0,1.0,0.0,0.0,0.0,-1.3939220905303955,0.11934985965490341,1.3793305158615112,0.4311085343360901,-0.41122516989707947,-0.1350376158952713,-0.09622246026992798,0.0,0.0
0.11934985965490341,1.3793305158615112,0.4311085343360901,-0.41122516989707947,-0.1350376158952713,-0.09622246026992798,0.0,0.0,1.0,0.0,0.0,0.0,-1.404567837715149,0.12361259758472443,1.3694878816604614,0.43110814690589905,-0.43789374828338623,-0.1398487091064453,-0.09622218459844589,0.0,0.0
0.12361259758472443,1.3694878816604614,0.43110814690589905,-0.43789374828338623,-0.1398487091064453,-0.09622218459844589,0.0,0.0,1.0,0.0,0.0,0.0,-1.4092090129852295,0.12787552177906036,1.3590455055236816,0.431107759475708,-0.464562326669693,-0.14465981721878052,-0.09622206538915634,0.0,0.0
0.12787552177906036,1.3590455055236816,0.431107759475708,-0.464562326669693,-0.14465981721878052,-0.09622206538915634,0.0,0.0,0.0,0.0,0.0,1.0,-1.408431887626648,0.13223381340503693,1.3479759693145752,0.44311627745628357,-0.49270713329315186,-0.1519312560558319,-0.14542880654335022,0.0,0.0
0.13223381340503693,1.3479759693145752,0.44311627745628357,-0.49270713329315186,-0.1519312560558319,-0.14542880654335022,0.0,0.0,0.0,0.0,0.0,1.0,-2.5848984718322754,0.1366540938615799,1.3362889289855957,0.4509061872959137,-0.5203591585159302,-0.16080109775066376,-0.17739702761173248,0.0,0.0
0.1366540938615799,1.3362889289855957,0.4509061872959137,-0.5203591585159302,-0.16080109775066376,-0.17739702761173248,0.0,0.0,0.0,0.0,0.0,1.0,-2.3868095874786377,0.14113636314868927,1.3239799737930298,0.45870441198349,-0.5482346415519714,-0.17128562927246094,-0.20969076454639435,0.0,0.0
0.14113636314868927,1.3239799737930298,0.45870441198349,-0.5482346415519714,-0.17128562927246094,-0.20969076454639435,0.0,0.0,0.0,0.0,0.0,1.0,-2.5288007259368896,0.1457008421421051,1.3110581636428833,0.46897801756858826,-0.5757939219474792,-0.18385468423366547,-0.2513812780380249,0.0,0.0
0.1457008421421051,1.3110581636428833,0.46897801756858826,-0.5757939219474792,-0.18385468423366547,-0.2513812780380249,0.0,0.0,0.0,0.0,0.0,1.0,-2.831111192703247,0.15032415091991425,1.2975139617919922,0.47636786103248596,-0.6037689447402954,-0.19796894490718842,-0.2822849154472351,0.0,0.0
0.15032415091991425,1.2975139617919922,0.47636786103248596,-0.6037689447402954,-0.19796894490718842,-0.2822849154472351,0.0,0.0,0.0,0.0,0.0,1.0,-2.7927916049957275,0.15502920746803284,1.2833431959152222,0.48661208152770996,-0.6320527195930481,-0.2142144739627838,-0.32491081953048706,0.0,0.0
0.15502920746803284,1.2833431959152222,0.48661208152770996,-0.6320527195930481,-0.2142144739627838,-0.32491081953048706,0.0,0.0,0.0,0.0,0.0,1.0,-3.1632134914398193,0.15982389450073242,1.2685589790344238,0.4977613389492035,-0.659838855266571,-0.23273080587387085,-0.3703266382217407,0.0,0.0
0.15982389450073242,1.2685589790344238,0.4977613389492035,-0.659838855266571,-0.23273080587387085,-0.3703266382217407,0.0,0.0,0.0,0.0,0.0,1.0,-3.358882188796997,0.164692685008049,1.2531523704528809,0.5070054531097412,-0.6880439519882202,-0.2531815767288208,-0.4090154767036438,0.0,0.0
0.164692685008049,1.2531523704528809,0.5070054531097412,-0.6880439519882202,-0.2531815767288208,-0.4090154767036438,0.0,0.0,0.0,0.0,0.0,1.0,-3.4229509830474854,0.16962175071239471,1.2371200323104858,0.51447993516922,-0.716426432132721,-0.27524271607398987,-0.4412234425544739,0.0,0.0
0.16962175071239471,1.2371200323104858,0.51447993516922,-0.716426432132721,-0.27524271607398987,-0.4412234425544739,0.0,0.0,0.0,0.0,0.0,1.0,-3.4476659297943115,0.17462559044361115,1.2204545736312866,0.5237835645675659,-0.7452744841575623,-0.29931947588920593,-0.48153501749038696,0.0,0.0
0.17462559044361115,1.2204545736312866,0.5237835645675659,-0.7452744841575623,-0.29931947588920593,-0.48153501749038696,0.0,0.0,0.0,0.0,0.0,1.0,-3.747270345687866,0.17969712615013123,1.203173279762268,0.5320546627044678,-0.7733940482139587,-0.32513850927352905,-0.516380786895752,0.0,0.0
0.17969712615013123,1.203173279762268,0.5320546627044678,-0.7733940482139587,-0.32513850927352905,-0.516380786895752,0.0,0.0,0.0,0.0,0.0,1.0,-3.7562289237976074,0.184862419962883,1.185250163078308,0.543642520904541,-0.8029371500015259,-0.35350117087364197,-0.5672536492347717,0.0,0.0
0.184862419962883,1.185250163078308,0.543642520904541,-0.8029371500015259,-0.35350117087364197,-0.5672536492347717,0.0,0.0,0.0,0.0,0.0,1.0,-4.26582670211792,0.19011393189430237,1.166684627532959,0.5542062520980835,-0.8325806856155396,-0.38423457741737366,-0.6146687269210815,0.0,0.0
0.19011393189430237,1.166684627532959,0.5542062520980835,-0.8325806856155396,-0.38423457741737366,-0.6146687269210815,0.0,0.0,0.0,0.0,0.0,1.0,-4.402642726898193,0.19543838500976562,1.147485613822937,0.5630073547363281,-0.8618718385696411,-0.41696932911872864,-0.6546955108642578,0.0,0.0
0.19543838500976562,1.147485613822937,0.5630073547363281,-0.8618718385696411,-0.41696932911872864,-0.6546955108642578,0.0,0.0,0.0,0.0,0.0,1.0,-4.427035331726074,0.20083484053611755,1.1276662349700928,0.5714684724807739,-0.8906668424606323,-0.45157328248023987,-0.6920793056488037,0.0,0.0
0.20083484053611755,1.1276662349700928,0.5714684724807739,-0.8906668424606323,-0.45157328248023987,-0.6920793056488037,0.0,0.0,0.0,0.0,0.0,1.0,-4.507460117340088,0.2063140869140625,1.1071999073028564,0.5813453793525696,-0.9208724498748779,-0.4885340929031372,-0.739216685295105,0.0,0.0
0.2063140869140625,1.1071999073028564,0.5813453793525696,-0.9208724498748779,-0.4885340929031372,-0.739216685295105,0.0,0.0,0.0,0.0,0.0,1.0,-4.889380931854248,0.21186895668506622,1.0860869884490967,0.5901932716369629,-0.9511777758598328,-0.5276972055435181,-0.7832618951797485,0.0,0.0
0.21186895668506622,1.0860869884490967,0.5901932716369629,-0.9511777758598328,-0.5276972055435181,-0.7832618951797485,0.0,0.0,0.0,0.0,0.0,1.0,-5.014743328094482,0.217492014169693,1.0643489360809326,0.597769558429718,-0.9805017709732056,-0.5686669945716858,-0.8193966150283813,0.0,0.0
0.217492014169693,1.0643489360809326,0.597769558429718,-0.9805017709732056,-0.5686669945716858,-0.8193966150283813,0.0,0.0,0.0,0.0,0.0,1.0,-5.000070571899414,0.22319765388965607,1.0419636964797974,0.6070874929428101,-1.011138677597046,-0.6120060086250305,-0.866782009601593,0.0,0.0
0.22319765388965607,1.0419636964797974,0.6070874929428101,-1.011138677597046,-0.6120060086250305,-0.866782009601593,0.0,0.0,0.0,0.0,0.0,1.0,-5.393325328826904,0.22896519303321838,1.0189526081085205,0.6135494112968445,-1.0406745672225952,-0.6570141911506653,-0.9001646041870117,0.0,0.0
0.22896519303321838,1.0189526081085205,0.6135494112968445,-1.0406745672225952,-0.6570141911506653,-0.9001646041870117,0.0,0.0,0.0,0.0,0.0,1.0,-5.275521278381348,0.2348167449235916,0.9952766299247742,0.6227018237113953,-1.0724445581436157,-0.7046372294425964,-0.9524615406990051,0.0,0.0
0.2348167449235916,0.9952766299247742,0.6227018237113953,-1.0724445581436157,-0.7046372294425964,-0.9524615406990051,0.0,0.0,0.0,0.0,0.0,1.0,-5.820747375488281,0.24074916541576385,0.9709317684173584,0.6312618851661682,-1.1045492887496948,-0.7548806667327881,-1.004869818687439,0.0,0.0
0.24074916541576385,0.9709317684173584,0.6312618851661682,-1.1045492887496948,-0.7548806667327881,-1.004869818687439,0.0,0.0,0.0,0.0,0.0,1.0,-6.036793231964111,0.2467511147260666,0.9459298849105835,0.6380351781845093,-1.1360739469528198,-0.8073506355285645,-1.049401044845581,0.0,0.0
0.2467511147260666,0.9459298849105835,0.6380351781845093,-1.1360739469528198,-0.8073506355285645,-1.049401044845581,0.0,0.0,0.0,0.0,0.0,1.0,-6.078669548034668,0.2528182864189148,0.9202651977539062,0.6440469622612,-1.1679657697677612,-0.862058162689209,-1.0941516160964966,0.0,0.0
0.2528182864189148,0.9202651977539062,0.6440469622612,-1.1679657697677612,-0.862058162689209,-1.0941516160964966,0.0,0.0,0.0,0.0,0.0,1.0,-6.257605075836182,0.2589487135410309,0.8939561247825623,0.6492292881011963,-1.198932409286499,-0.9186505079269409,-1.131847858428955,0.0,0.0
0.2589487135410309,0.8939561247825623,0.6492292881011963,-1.198932409286499,-0.9186505079269409,-1.131847858428955,0.0,0.0,0.0,0.0,0.0,1.0,-6.289555549621582,0.26514768600463867,0.866983950138092,0.6548263430595398,-1.2309784889221191,-0.9775121808052063,-1.1772363185882568,0.0,0.0
0.26514768600463867,0.866983950138092,0.6548263430595398,-1.2309784889221191,-0.9775121808052063,-1.1772363185882568,0.0,0.0,0.0,0.0,0.0,1.0,-6.596245288848877,0.27141618728637695,0.8393332958221436,0.6601924300193787,-1.2639241218566895,-1.0389127731323242,-1.2280149459838867,0.0,0.0
0.27141618728637695,0.8393332958221436,0.6601924300193787,-1.2639241218566895,-1.0389127731323242,-1.2280149459838867,0.0,0.0,0.0,0.0,0.0,1.0,-6.885136604309082,0.27775782346725464,0.8109891414642334,0.6655450463294983,-1.297738790512085,-1.1031526327133179,-1.2848007678985596,0.0,0.0
0.27775782346725464,0.8109891414642334,0.6655450463294983,-1.297738790512085,-1.1031526327133179,-1.2848007678985596,0.0,0.0,0.0,0.0,0.0,1.0,-7.214010238647461,0.2841649055480957,0.7819582223892212,0.6693987846374512,-1.3311476707458496,-1.169979214668274,-1.3365373611450195,0.0,0.0
